,valor,bairro,zona,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
1004,180000.0,Santo Agostinho,Oeste,Casas,80.0,2.0,1.0,1.0
1005,265000.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
1006,757000.0,Dom Pedro I,Centro-Oeste,Apartamentos,134.0,3.0,2.0,4.0
1007,950000.0,Nova Esperança,Oeste,Casas,230.0,4.0,4.0,2.0
1008,900000.0,Ponta Negra,Oeste,Casas,170.0,3.0,5.0,4.0
1009,1900003.0,Ponta Negra,Oeste,Apartamentos,185.0,4.0,3.0,5.0
1010,430000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,106.0,3.0,2.0,3.0
1011,480000.0,Ponta Negra,Oeste,Apartamentos,85.0,3.0,2.0,3.0
1012,185000.0,Adrianópolis,Centro-Sul,Apartamentos,34.0,1.0,1.0,1.0
1013,2500000.0,Ponta Negra,Oeste,Casas,469.0,5.0,4.0,5.0
1014,2900000.0,Nossa Senhora das Graças,Centro-Sul,Casas,420.0,3.0,5.0,5.0
1015,329000.0,Nova Esperança,Oeste,Apartamentos,56.0,3.0,2.0,2.0
1016,3200000.0,Japiim,Sul,Casas,2000.0,3.0,2.0,2.0
1017,600000.0,Aleixo,Centro-Sul,Casas,320.0,3.0,3.0,4.0
1018,1600001.0,Ponta Negra,Oeste,Casas,250.0,4.0,4.0,5.0
1019,160000.0,Tarumã-Açu,Oeste,Apartamentos,42.0,2.0,1.0,1.0
1020,150000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,53.0,2.0,1.0,1.0
1021,165000.0,Tarumã-Açu,Oeste,Apartamentos,45.0,2.0,1.0,1.0
1022,248000.0,Flores,Centro-Sul,Casas,65.0,2.0,2.0,1.0
1023,165000.0,Monte das Oliveiras,Norte,Casas,68.0,2.0,3.0,2.0
1025,988040.0,Ponta Negra,Oeste,Apartamentos,146.0,3.0,2.0,3.0
1026,2890000.0,Adrianópolis,Centro-Sul,Casas,602.0,4.0,5.0,5.0
1027,200000.0,Flores,Centro-Sul,Casas,100.0,2.0,1.0,2.0
1028,170000.0,Adrianópolis,Centro-Sul,Apartamentos,58.0,2.0,1.0,1.0
1029,330000.0,Novo Aleixo,Norte,Casas,160.0,3.0,2.0,3.0
1030,785000.0,Tarumã,Oeste,Casas,230.0,3.0,4.0,4.0
1031,100000.0,Nova Cidade,Norte,Casas,150.0,2.0,1.0,2.0
1032,540000.0,Flores,Centro-Sul,Apartamentos,90.0,3.0,2.0,1.0
1033,190000.0,Gilberto Mestrinho,Leste,Apartamentos,44.0,2.0,1.0,1.0
1034,3350000.0,Ponta Negra,Oeste,Apartamentos,330.0,4.0,4.0,5.0
1035,1500000.0,Aleixo,Centro-Sul,Casas,337.0,4.0,2.0,4.0
1036,220000.0,Tarumã,Oeste,Apartamentos,52.0,3.0,1.0,1.0
1037,610000.0,Tarumã,Oeste,Casas,100.0,2.0,5.0,3.0
1040,350000.0,Alvorada,Centro-Oeste,Casas,250.0,4.0,3.0,3.0
1041,400000.0,Tarumã-Açu,Oeste,Casas,200.0,3.0,2.0,2.0
1042,210000.0,Petrópolis,Sul,Apartamentos,60.0,1.0,3.0,2.0
1043,550000.0,Ponta Negra,Oeste,Apartamentos,69.0,2.0,1.0,1.0
1044,851001.0,Ponta Negra,Oeste,Casas,180.0,3.0,4.0,4.0
1045,3000000.0,Adrianópolis,Centro-Sul,Apartamentos,310.0,3.0,4.0,5.0
1046,290040.0,Colônia Santo Antônio,Norte,Casas,81.0,2.0,2.0,2.0
1047,401000.0,Tarumã-Açu,Oeste,Casas,72.0,3.0,2.0,2.0
1048,450000.0,Alvorada,Centro-Oeste,Casas,200.0,3.0,2.0,3.0
1049,315690.0,Cidade Nova,Norte,Apartamentos,59.0,2.0,2.0,2.0
1050,2721000.0,Santo Antônio,Oeste,Apartamentos,286.0,4.0,4.0,5.0
1054,360000.0,Flores,Centro-Sul,Apartamentos,81.0,3.0,2.0,2.0
1055,800000.0,Ponta Negra,Oeste,Casas,250.0,3.0,5.0,2.0
1056,980000.0,Parque 10 de Novembro,Centro-Sul,Casas,28384.0,5.0,3.0,5.0
1057,160000.0,Santa Etelvina,Norte,Casas,500.0,3.0,4.0,2.0
1059,5500000.0,Aleixo,Centro-Sul,Casas,700.0,5.0,4.0,5.0
1062,210000.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,1.0
1063,250236.0,Flores,Centro-Sul,Casas,80.0,2.0,2.0,2.0
1064,300000.0,Planalto,Centro-Oeste,Casas,75.0,3.0,2.0,1.0
1065,1450000.0,Aleixo,Centro-Sul,Apartamentos,230.0,4.0,4.0,2.0
1066,650000.0,Aleixo,Centro-Sul,Casas,286.0,3.0,2.0,2.0
1067,850000.0,Flores,Centro-Sul,Casas,150.0,3.0,5.0,4.0
1068,170000.0,Nova Cidade,Norte,Casas,128.0,2.0,2.0,2.0
1069,5500000.0,Aleixo,Centro-Sul,Casas,800.0,4.0,5.0,5.0
1072,500000.0,Dom Pedro I,Centro-Oeste,Casas,150.0,3.0,3.0,3.0
1073,400000.0,Flores,Centro-Sul,Apartamentos,58.0,2.0,1.0,1.0
1074,330000.0,Cidade Nova,Norte,Casas,80.0,3.0,2.0,2.0
1075,451000.0,Tarumã-Açu,Oeste,Casas,72.0,3.0,2.0,2.0
1076,550000.0,Alvorada,Centro-Oeste,Casas,300.0,3.0,4.0,5.0
1078,250000.0,Novo Aleixo,Norte,Casas,120.0,3.0,4.0,3.0
1079,220000.0,Flores,Centro-Sul,Casas,90.0,2.0,2.0,2.0
1080,2800000.0,Ponta Negra,Oeste,Apartamentos,240.0,4.0,3.0,5.0
1083,140000.0,Colônia Terra Nova,Norte,Apartamentos,73.0,3.0,1.0,2.0
1086,1500128.0,Ponta Negra,Oeste,Casas,170.0,3.0,2.0,4.0
1087,330054.0,Santo Antônio,Oeste,Apartamentos,76.0,3.0,3.0,2.0
1088,475000.0,São Francisco,Sul,Apartamentos,76.0,3.0,2.0,2.0
1089,590000.0,Ponta Negra,Oeste,Casas,124.0,3.0,2.0,4.0
1090,115000.0,Cidade Nova,Norte,Casas,35.0,1.0,2.0,1.0
1091,265130.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
1092,265000.0,Flores,Centro-Sul,Casas,90.0,3.0,3.0,2.0
1093,900000.0,Ponta Negra,Oeste,Casas,153.0,3.0,4.0,3.0
1094,1150000.0,Adrianópolis,Centro-Sul,Apartamentos,161.0,3.0,2.0,5.0
1095,300001.0,Flores,Centro-Sul,Casas,60.0,2.0,2.0,1.0
1096,870000.0,Nova Cidade,Norte,Casas,200.0,3.0,2.0,2.0
1097,850000.0,Ponta Negra,Oeste,Casas,187.0,3.0,4.0,4.0
1098,4500000.0,Adrianópolis,Centro-Sul,Apartamentos,414.0,3.0,5.0,4.0
1099,220000.0,Lago Azul,Norte,Apartamentos,60.0,3.0,1.0,2.0
1100,248309.0,Planalto,Centro-Oeste,Apartamentos,51.0,2.0,1.0,2.0
1102,250132.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
1103,340000.0,Santo Antônio,Oeste,Apartamentos,69.0,2.0,1.0,2.0
1104,187800.0,Alvorada,Centro-Oeste,Apartamentos,41.0,2.0,1.0,1.0
1106,400000.0,Novo Israel,Norte,Casas,380.0,4.0,5.0,2.0
1107,370000.0,Tarumã,Oeste,Casas,95.0,3.0,2.0,2.0
1108,298500.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,2.0,2.0,2.0
1109,350000.0,Chapada,Centro-Sul,Apartamentos,78.0,2.0,1.0,2.0
1110,480000.0,Flores,Centro-Sul,Casas,284.0,4.0,5.0,1.0
1111,280000.0,Colônia Terra Nova,Norte,Apartamentos,72.0,3.0,2.0,2.0
1112,220000.0,Adrianópolis,Centro-Sul,Apartamentos,93.0,2.0,1.0,2.0
1113,280000.0,Aleixo,Centro-Sul,Apartamentos,74.0,3.0,3.0,1.0
1114,732000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,139.0,3.0,2.0,4.0
1115,80000.0,Cidade Nova,Norte,Casas,350.0,3.0,3.0,2.0
1117,1600000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,162.0,3.0,2.0,4.0
1118,600000.0,Aleixo,Centro-Sul,Apartamentos,73.0,2.0,1.0,3.0
1119,426000.0,Flores,Centro-Sul,Casas,213.0,4.0,4.0,4.0
1121,128000.0,Cidade Nova,Norte,Casas,270.0,3.0,2.0,3.0
1122,900000.0,Ponta Negra,Oeste,Casas,192.0,3.0,2.0,5.0
1123,360000.0,Novo Aleixo,Norte,Casas,90.0,3.0,3.0,1.0
1124,880000.0,Ponta Negra,Oeste,Casas,180.0,3.0,4.0,4.0
1125,530000.0,Tarumã,Oeste,Casas,300.0,3.0,4.0,3.0
1127,250000.0,Novo Aleixo,Norte,Apartamentos,70.0,2.0,1.0,1.0
1131,190000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,50.0,2.0,1.0,1.0
1132,750000.0,Ponta Negra,Oeste,Casas,190.0,4.0,4.0,5.0
1133,450000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,62.0,1.0,5.0,2.0
1134,570000.0,Dom Pedro I,Centro-Oeste,Casas,275.0,3.0,4.0,2.0
1136,650012.0,Nossa Senhora das Graças,Centro-Sul,Casas,250.0,3.0,2.0,2.0
1137,430000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,150.0,3.0,2.0,3.0
1138,1500000.0,Colônia Terra Nova,Norte,Casas,335.0,5.0,4.0,5.0
1139,210000.0,Alvorada,Centro-Oeste,Apartamentos,41.0,2.0,1.0,1.0
1140,300129.0,Planalto,Centro-Oeste,Casas,90.0,3.0,2.0,2.0
1141,650000.0,Dom Pedro I,Centro-Oeste,Casas,150.0,3.0,3.0,2.0
1142,847200.0,Dom Pedro I,Centro-Oeste,Apartamentos,133.0,4.0,2.0,5.0
1146,350000.0,Colônia Oliveira Machado,Sul,Casas,260.0,2.0,3.0,1.0
1148,550000.0,Dom Pedro I,Centro-Oeste,Apartamentos,120.0,3.0,2.0,4.0
1150,850000.0,Parque 10 de Novembro,Centro-Sul,Casas,275.0,3.0,5.0,1.0
1154,350000.0,Dom Pedro I,Centro-Oeste,Casas,90.0,2.0,2.0,1.0
1155,875000.0,Ponta Negra,Oeste,Casas,153.0,3.0,4.0,4.0
1156,850000.0,Flores,Centro-Sul,Apartamentos,218.0,3.0,2.0,2.0
1157,560000.0,Dom Pedro I,Centro-Oeste,Apartamentos,95.0,3.0,2.0,2.0
1158,2300000.0,Tarumã,Oeste,Casas,800.0,4.0,5.0,5.0
1159,950000.0,Ponta Negra,Oeste,Apartamentos,165.0,4.0,3.0,3.0
1160,200000.0,Novo Aleixo,Norte,Casas,236.0,2.0,2.0,1.0
1163,500000.0,Colônia Santo Antônio,Norte,Apartamentos,95.0,3.0,2.0,3.0
1164,2600000.0,Ponta Negra,Oeste,Casas,335.0,4.0,4.0,5.0
1165,850000.0,Ponta Negra,Oeste,Apartamentos,149.0,3.0,2.0,2.0
1167,125000.0,Flores,Centro-Sul,Casas,350.0,3.0,3.0,2.0
1168,299999.0,Flores,Centro-Sul,Casas,60.0,2.0,2.0,1.0
1169,750000.0,Ponta Negra,Oeste,Apartamentos,150.0,4.0,3.0,2.0
1170,1500000.0,Tarumã,Oeste,Casas,198.0,3.0,4.0,4.0
1171,290000.0,Colônia Santo Antônio,Norte,Apartamentos,66.0,2.0,1.0,2.0
1173,270130.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
1174,250000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,130.0,3.0,1.0,3.0
1175,1070000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,140.0,4.0,2.0,4.0
1176,2300000.0,Ponta Negra,Oeste,Casas,500.0,4.0,4.0,5.0
1177,280000.0,São José Operário,Leste,Casas,400.0,5.0,2.0,3.0
1178,160247.0,Flores,Centro-Sul,Casas,80.0,2.0,2.0,2.0
1179,795000.0,Dom Pedro I,Centro-Oeste,Apartamentos,133.0,4.0,2.0,4.0
1180,145000.0,Colônia Santo Antônio,Norte,Apartamentos,224.0,5.0,3.0,5.0
1181,1290000.0,Adrianópolis,Centro-Sul,Casas,115.0,3.0,2.0,2.0
1182,250000.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,1.0
1183,155000.0,Colônia Terra Nova,Norte,Apartamentos,42.0,2.0,1.0,1.0
1187,375000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,63.0,2.0,1.0,1.0
1188,600000.0,Japiim,Sul,Casas,119.0,3.0,4.0,3.0
1189,250000.0,Nova Cidade,Norte,Casas,90.0,2.0,2.0,3.0
1191,170000.0,Colônia Terra Nova,Norte,Casas,10000.0,5.0,3.0,4.0
1192,260000.0,Alvorada,Centro-Oeste,Casas,250.0,3.0,2.0,3.0
1194,280127.0,Novo Aleixo,Norte,Casas,90.0,3.0,2.0,2.0
1195,2400000.0,Adrianópolis,Centro-Sul,Apartamentos,260.0,4.0,3.0,5.0
1196,690000.0,Redenção,Centro-Oeste,Casas,450.0,5.0,4.0,2.0
1197,175000.0,Planalto,Centro-Oeste,Apartamentos,38.0,2.0,1.0,1.0
1199,100000.0,Novo Aleixo,Norte,Apartamentos,45.0,2.0,1.0,2.0
1201,4000000.0,Ponta Negra,Oeste,Casas,800.0,4.0,5.0,5.0
1202,3500000.0,Ponta Negra,Oeste,Apartamentos,332.0,4.0,3.0,5.0
1203,630000.0,Dom Pedro I,Centro-Oeste,Apartamentos,101.0,3.0,2.0,2.0
1205,365000.0,Novo Aleixo,Norte,Casas,168.0,3.0,2.0,3.0
1206,380000.0,Flores,Centro-Sul,Apartamentos,65.0,3.0,2.0,2.0
1207,260000.0,Coroado,Leste,Casas,161.0,4.0,2.0,3.0
1208,87000.0,Colônia Santo Antônio,Norte,Casas,70.0,2.0,2.0,1.0
1209,375000.0,Flores,Centro-Sul,Casas,162.0,2.0,2.0,3.0
1210,2300105.0,Ponta Negra,Oeste,Casas,230.0,4.0,4.0,5.0
1211,370000.0,Aleixo,Centro-Sul,Apartamentos,60.0,2.0,1.0,2.0
1212,160126.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
1215,440000.0,Dom Pedro I,Centro-Oeste,Casas,250.0,3.0,2.0,3.0
1216,350000.0,Alvorada,Centro-Oeste,Casas,100.0,3.0,5.0,1.0
1217,1200000.0,Adrianópolis,Centro-Sul,Apartamentos,186.0,3.0,3.0,3.0
1218,670000.0,Dom Pedro I,Centro-Oeste,Apartamentos,96.0,3.0,2.0,2.0
1219,790000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,127.0,3.0,2.0,4.0
1220,180000.0,Chapada,Centro-Sul,Apartamentos,60.0,2.0,1.0,1.0
1221,300026.0,Planalto,Centro-Oeste,Casas,80.0,3.0,2.0,2.0
1222,250000.0,Cidade Nova,Norte,Casas,75.0,2.0,2.0,2.0
1223,750000.0,Colônia Terra Nova,Norte,Casas,250.0,3.0,2.0,4.0
1224,165000.0,Tarumã-Açu,Oeste,Apartamentos,52.0,3.0,1.0,1.0
1225,890000.0,São Jorge,Oeste,Apartamentos,113.0,3.0,2.0,3.0
1226,370000.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,3.0,2.0,2.0
1227,1200000.0,Ponta Negra,Oeste,Casas,300.0,3.0,4.0,3.0
1228,1150000.0,Adrianópolis,Centro-Sul,Apartamentos,180.0,3.0,3.0,4.0
1229,300000.0,Lírio do Vale,Oeste,Casas,375.0,3.0,2.0,2.0
1230,990000.0,Ponta Negra,Oeste,Casas,138.0,3.0,4.0,4.0
1231,230000.0,Compensa,Oeste,Apartamentos,57.0,2.0,1.0,2.0
1232,630000.0,Dom Pedro I,Centro-Oeste,Apartamentos,101.0,3.0,2.0,3.0
1233,157000.0,Novo Israel,Norte,Apartamentos,41.0,2.0,1.0,1.0
1234,370000.0,Ponta Negra,Oeste,Apartamentos,89.0,3.0,1.0,1.0
1235,100000.0,Petrópolis,Sul,Apartamentos,36.0,1.0,1.0,1.0
1236,120000.0,Jorge Teixeira,Leste,Casas,70.0,3.0,1.0,2.0
1237,228000.0,Ponta Negra,Oeste,Apartamentos,55.0,2.0,1.0,1.0
1238,2700000.0,Parque 10 de Novembro,Centro-Sul,Casas,590.0,5.0,4.0,5.0
1239,49999.0,Jorge Teixeira,Leste,Casas,20.0,1.0,1.0,1.0
1241,1750000.0,Centro,Sul,Casas,450.0,4.0,5.0,4.0
1246,395000.0,Flores,Centro-Sul,Apartamentos,72.0,2.0,2.0,2.0
1247,270000.0,Cidade Nova,Norte,Apartamentos,100.0,2.0,2.0,1.0
1248,540000.0,Ponta Negra,Oeste,Apartamentos,80.0,3.0,2.0,1.0
1249,500000.0,Santo Agostinho,Oeste,Casas,300.0,5.0,2.0,4.0
1250,360000.0,Novo Aleixo,Norte,Casas,120.0,3.0,2.0,2.0
1251,400000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,72.0,2.0,1.0,2.0
1252,780000.0,Parque 10 de Novembro,Centro-Sul,Casas,156.0,3.0,4.0,1.0
1253,405000.0,Cidade Nova,Norte,Casas,540.0,3.0,3.0,4.0
1254,240000.0,Cidade de Deus,Norte,Casas,250.0,2.0,3.0,2.0
1255,510000.0,Ponta Negra,Oeste,Apartamentos,72.0,2.0,1.0,2.0
1257,200132.0,Tarumã,Oeste,Apartamentos,70.0,2.0,1.0,1.0
1258,700000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,157.0,3.0,2.0,3.0
1260,295000.0,Flores,Centro-Sul,Apartamentos,59.0,2.0,1.0,1.0
1261,520000.0,Parque 10 de Novembro,Centro-Sul,Casas,140.0,3.0,4.0,3.0
1262,1100000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,140.0,4.0,2.0,2.0
1263,7500000.0,Ponta Negra,Oeste,Casas,1129.0,5.0,0.0,5.0
1264,988252.0,Ponta Negra,Oeste,Apartamentos,146.0,2.0,2.0,2.0
1265,105000.0,Lago Azul,Norte,Casas,160.0,2.0,2.0,2.0
1266,550000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,176.0,4.0,3.0,4.0
1267,266000.0,Ponta Negra,Oeste,Apartamentos,53.0,2.0,2.0,2.0
1268,150000.0,Alvorada,Centro-Oeste,Casas,300.0,3.0,3.0,3.0
1269,75000.0,Tarumã,Oeste,Apartamentos,41.0,2.0,1.0,1.0
1270,1300000.0,Ponta Negra,Oeste,Casas,470.0,4.0,5.0,4.0
1271,240000.0,Colônia Terra Nova,Norte,Apartamentos,65.0,2.0,1.0,2.0
1272,320000.0,Coroado,Leste,Casas,500.0,5.0,3.0,4.0
1273,430000.0,Tarumã,Oeste,Casas,250.0,3.0,3.0,3.0
1274,4700000.0,Ponta Negra,Oeste,Casas,912.0,4.0,4.0,5.0
1275,850000.0,Morro da Liberdade,Sul,Apartamentos,900.0,1.0,5.0,1.0
1276,400000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,2.0,1.0,2.0
1277,580000.0,Tarumã,Oeste,Casas,304.0,3.0,5.0,3.0
1281,180000.0,Distrito Industrial I,Sul,Casas,160.0,3.0,2.0,3.0
1282,399000.0,Flores,Centro-Sul,Casas,72.0,2.0,2.0,2.0
1283,850000.0,Aleixo,Centro-Sul,Casas,111.0,4.0,2.0,5.0
1284,2939925.0,Adrianópolis,Centro-Sul,Apartamentos,220.0,4.0,4.0,5.0
1285,410000.0,Petrópolis,Sul,Casas,200.0,3.0,3.0,3.0
1286,870000.0,Tarumã,Oeste,Casas,260.0,4.0,4.0,4.0
1287,250000.0,Flores,Centro-Sul,Casas,255.0,2.0,5.0,2.0
1289,43000.0,Tarumã,Oeste,Apartamentos,55.0,2.0,1.0,1.0
1290,730000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,180.0,3.0,2.0,4.0
1291,140000.0,Nova Cidade,Norte,Casas,200.0,3.0,2.0,2.0
1292,360000.0,Novo Aleixo,Norte,Apartamentos,104.0,3.0,2.0,2.0
1293,650000.0,Ponta Negra,Oeste,Casas,160.0,3.0,4.0,1.0
1294,280000.0,Novo Aleixo,Norte,Casas,230.0,5.0,2.0,5.0
1295,380369.0,Cidade Nova,Norte,Casas,80.0,3.0,2.0,2.0
1296,750000.0,Chapada,Centro-Sul,Apartamentos,160.0,3.0,2.0,5.0
1297,6734250.0,Adrianópolis,Centro-Sul,Apartamentos,538.0,5.0,5.0,5.0
1298,120000.0,Tarumã-Açu,Oeste,Apartamentos,42.0,2.0,1.0,1.0
1300,550000.0,Da Paz,Centro-Oeste,Casas,100.0,3.0,5.0,2.0
1301,750000.0,Adrianópolis,Centro-Sul,Casas,397.0,4.0,1.0,5.0
1302,200046.0,Tarumã,Oeste,Apartamentos,70.0,2.0,2.0,1.0
1305,1600000.0,Adrianópolis,Centro-Sul,Apartamentos,280.0,4.0,4.0,5.0
1306,730000.0,Cachoeirinha,Sul,Casas,306.0,4.0,5.0,3.0
1307,1000000.0,Ponta Negra,Oeste,Apartamentos,132.0,4.0,2.0,4.0
1308,950000.0,Adrianópolis,Centro-Sul,Apartamentos,140.0,4.0,2.0,3.0
1310,1600000.0,Chapada,Centro-Sul,Casas,345.0,5.0,4.0,4.0
1311,195000.0,Cidade Nova,Norte,Casas,300.0,2.0,2.0,2.0
1312,990000.0,Ponta Negra,Oeste,Casas,160.0,3.0,4.0,3.0
1313,450000.0,Ponta Negra,Oeste,Apartamentos,149.0,2.0,3.0,4.0
1315,250000.0,Cidade de Deus,Norte,Casas,42.0,2.0,2.0,1.0
1318,450000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,150.0,3.0,2.0,4.0
1319,574500.0,Ponta Negra,Oeste,Apartamentos,85.0,3.0,2.0,2.0
1320,200000.0,Cidade Nova,Norte,Apartamentos,61.0,2.0,1.0,1.0
1321,2329640.0,Adrianópolis,Centro-Sul,Apartamentos,215.0,4.0,3.0,5.0
1323,195000.0,Flores,Centro-Sul,Apartamentos,42.0,2.0,1.0,1.0
1325,300000.0,Planalto,Centro-Oeste,Casas,93.0,3.0,2.0,2.0
1326,220000.0,Novo Aleixo,Norte,Apartamentos,45.0,2.0,1.0,1.0
1328,750000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,104.0,3.0,2.0,2.0
1329,1500000.0,Ponta Negra,Oeste,Apartamentos,134.0,3.0,2.0,5.0
1330,450010.0,Ponta Negra,Oeste,Apartamentos,66.0,2.0,1.0,2.0
1331,180000.0,Flores,Centro-Sul,Casas,76.0,3.0,3.0,2.0
1332,590000.0,Ponta Negra,Oeste,Apartamentos,69.0,2.0,1.0,2.0
1333,650005.0,Dom Pedro I,Centro-Oeste,Casas,600.0,5.0,3.0,5.0
1334,150000.0,Tarumã,Oeste,Apartamentos,45.0,2.0,1.0,1.0
1335,390000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,93.0,3.0,1.0,3.0
1336,450000.0,São Francisco,Sul,Casas,250.0,3.0,3.0,3.0
1340,230000.0,Alvorada,Centro-Oeste,Apartamentos,46.0,2.0,1.0,1.0
1341,150000.0,Adrianópolis,Centro-Sul,Apartamentos,30.0,1.0,1.0,1.0
1342,780000.0,Ponta Negra,Oeste,Casas,150.0,3.0,4.0,2.0
1345,70000.0,Nova Cidade,Norte,Casas,70.0,2.0,3.0,1.0
1346,960000.0,Nossa Senhora das Graças,Centro-Sul,Casas,135.0,4.0,4.0,5.0
1347,500000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,96.0,3.0,2.0,3.0
1348,280134.0,Novo Aleixo,Norte,Casas,90.0,3.0,2.0,2.0
1349,142000.0,Flores,Centro-Sul,Apartamentos,41.0,2.0,1.0,1.0
1350,3500000.0,Tarumã,Oeste,Casas,500.0,4.0,5.0,5.0
1351,480000.0,Colônia Santo Antônio,Norte,Casas,169.0,3.0,4.0,1.0
1352,205000.0,Da Paz,Centro-Oeste,Apartamentos,42.0,2.0,1.0,1.0
1354,212000.0,Aleixo,Centro-Sul,Apartamentos,71.0,2.0,1.0,1.0
1355,900000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,155.0,3.0,3.0,3.0
1356,55000.0,Tarumã,Oeste,Apartamentos,48.0,2.0,1.0,1.0
1357,1300000.0,Ponta Negra,Oeste,Casas,328.0,3.0,4.0,4.0
1358,150000.0,Adrianópolis,Centro-Sul,Casas,400.0,3.0,3.0,3.0
1359,620128.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
1360,200000.0,Adrianópolis,Centro-Sul,Apartamentos,55.0,2.0,1.0,1.0
1361,400000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,69.0,2.0,1.0,1.0
1362,385000.0,Parque 10 de Novembro,Centro-Sul,Casas,238.0,3.0,3.0,4.0
1364,270128.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
1365,250000.0,Novo Aleixo,Norte,Casas,54.0,2.0,2.0,2.0
1366,280132.0,Novo Aleixo,Norte,Casas,90.0,3.0,2.0,2.0
1367,250000.0,Novo Aleixo,Norte,Apartamentos,45.0,2.0,1.0,2.0
1369,700000.0,Petrópolis,Sul,Apartamentos,400.0,5.0,0.0,5.0
1370,120000.0,Tarumã,Oeste,Apartamentos,60.0,2.0,1.0,1.0
1371,330008.0,Tarumã,Oeste,Casas,102.0,3.0,4.0,3.0
1372,650000.0,Tarumã-Açu,Oeste,Casas,72.0,3.0,2.0,2.0
1373,314390.0,Planalto,Centro-Oeste,Apartamentos,55.0,2.0,1.0,2.0
1374,320000.0,Santo Antônio,Oeste,Apartamentos,66.0,2.0,1.0,2.0
1375,650000.0,Dom Pedro I,Centro-Oeste,Apartamentos,100.0,3.0,2.0,2.0
1377,247600.0,Planalto,Centro-Oeste,Apartamentos,51.0,2.0,1.0,2.0
1379,70000.0,Novo Aleixo,Norte,Casas,25.0,2.0,0.0,1.0
1380,600000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,4.0,2.0,5.0
1381,140000.0,Tarumã-Açu,Oeste,Apartamentos,50.0,3.0,1.0,1.0
1382,366000.0,Cidade Nova,Norte,Casas,213.0,3.0,1.0,2.0
1383,800000.0,São José Operário,Leste,Casas,300.0,3.0,5.0,4.0
1384,1500000.0,Dom Pedro I,Centro-Oeste,Apartamentos,133.0,2.0,2.0,3.0
1385,1190000.0,Ponta Negra,Oeste,Casas,225.0,4.0,3.0,3.0
1386,95000.0,Nova Cidade,Norte,Casas,128.0,2.0,2.0,2.0
1387,490000.0,Flores,Centro-Sul,Apartamentos,116.0,3.0,2.0,2.0
1388,1390000.0,Ponta Negra,Oeste,Casas,246.0,4.0,5.0,5.0
1389,250000.0,São José Operário,Leste,Apartamentos,70.0,2.0,1.0,1.0
1391,280000.0,Colônia Santo Antônio,Norte,Casas,360.0,4.0,5.0,3.0
1392,1500129.0,Ponta Negra,Oeste,Casas,170.0,3.0,2.0,4.0
1393,3000000.0,Ponta Negra,Oeste,Casas,600.0,4.0,5.0,5.0
1395,430000.0,Cidade Nova,Norte,Casas,300.0,4.0,5.0,3.0
1396,380000.0,Parque 10 de Novembro,Centro-Sul,Casas,81.0,3.0,2.0,2.0
1397,270099.0,Flores,Centro-Sul,Casas,75.0,2.0,2.0,2.0
1398,800000.0,Alvorada,Centro-Oeste,Casas,276.0,5.0,2.0,4.0
1399,170000.0,Tarumã,Oeste,Apartamentos,41.0,2.0,1.0,2.0
1400,1500265.0,Ponta Negra,Oeste,Casas,150.0,3.0,2.0,4.0
1401,170000.0,Novo Aleixo,Norte,Casas,250.0,3.0,3.0,2.0
1402,619900.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,164.0,4.0,2.0,5.0
