valor,cep,cidade,bairro,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
380000,69038050,Manaus,Lírio do Vale,Rua Cloritta,Apartamentos,117,3,2,4
360000,69093770,Manaus,Colônia Santo Antônio,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,96,3,1,2
2300000,null,null,null,null,Casas,325,4,3,5
310000,69093332,Manaus,Colônia Santo Antônio,Rua Igarapé Samauma,Casas,200,3,2,2
1200000,69055742,Manaus,Parque 10 de Novembro,Rua Luis de Castro,Apartamentos,140,3,2,2
540000,69058282,Manaus,Flores,Rua Barão dos Cocais,Apartamentos,90,3,2,2
220000,69058278,Manaus,Novo Aleixo,Rua Raimunda Marinho,Casas,128,2,2,2
290010,69060100,Manaus,Aleixo,Avenida Abelardo Barbosa,Apartamentos,94,3,2,2
200000,69097438,Manaus,Nova Cidade,Avenida Creta,Casas,85,3,1,1
730000,69053560,Manaus,Nossa Senhora das Graças,Rua Rio Jamari,Apartamentos,145,4,null,4
580010,69077350,Manaus,Japiim,Rua Afrânio de Castro,Casas,300,3,4,3
251002,69045000,Manaus,Planalto,Avenida Constantinopla,Apartamentos,51,2,1,2
750004,69055021,Manaus,Parque 10 de Novembro,Avenida Maneca Marques,Apartamentos,109,3,2,2
460000,69053035,Manaus,Nossa Senhora das Graças,Rua Doutor Thomas,Apartamentos,80,3,2,3
530000,69058790,Manaus,Flores,Rua Visconde de Sinimbu,Casas,170,3,null,4
1200000,69058285,Manaus,Novo Aleixo,Avenida Antônio Teles,Casas,280,5,5,2
120000,69041360,Manaus,Tarumã,Travessa Canoa Quebrada,Apartamentos,47,2,1,1
180000,69058090,Manaus,Flores,Rua Visconde de Porto Seguro - até 99999 - lado ímpar,Apartamentos,45,1,1,1
690000,69055021,Manaus,Parque 10 de Novembro,Avenida Maneca Marques,Apartamentos,131,3,2,5
75000,69053260,Manaus,São Geraldo,Rua São Lázaro,Casas,33,1,null,1
480000,69054227,Manaus,Parque 10 de Novembro,Rua Toyhashi,Casas,140,3,2,3
2500000,69037057,Manaus,Ponta Negra,Alameda Alaska,Apartamentos,270,4,4,5
2500000,69022356,Manaus,Tarumã-Açu,Rua Rio Doce,Casas,400,4,5,5
180258,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,80,2,2,2
244000,null,null,null,null,Apartamentos,48,2,null,1
430000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,88,3,2,3
650000,69037063,Manaus,Ponta Negra,Alameda Albânia,Apartamentos,94,3,2,2
1500000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,210,4,2,5
900000,69058030,Manaus,Flores,Avenida Professor Nilton Lins,Casas,210,3,3,4
900000,69041460,Manaus,Tarumã,Rua Sino Azul,Casas,170,3,4,4
2200000,69037071,Manaus,Ponta Negra,Avenida Cecília Meireles,Casas,600,4,5,5
950000,69037057,Manaus,Ponta Negra,Alameda Alaska,Apartamentos,132,3,2,4
590000,69055021,Manaus,Parque 10 de Novembro,Avenida Maneca Marques,Apartamentos,82,2,1,1
3500000,69037107,Manaus,Ponta Negra,Rua Thales Loureiro,Casas,450,5,5,5
850000,69041025,Manaus,Tarumã,Avenida Torquato Tapajós,Casas,202,3,3,4
205000,69028414,Manaus,Flores,Rua Sargento Cicero,Casas,80,2,3,2
900000,69090570,Manaus,Cidade Nova,null,Casas,null,5,3,5
2700,69037042,Manaus,Ponta Negra,Rua Raimundo Nonato de Castro,Apartamentos,81,3,1,2
600000,69082453,Manaus,Coroado,Rua Cedro,Casas,320,3,2,4
null,69078000,Manaus,Japiim,Avenida Tefé,Casas,90,2,2,2
1062000,69053100,Manaus,Nossa Senhora das Graças,Rua Rio Iça,Apartamentos,147,3,2,4
244001,69038250,Manaus,Lírio do Vale,Rua Pindaí,Casas,81,3,2,1
165000,69038561,Manaus,Lírio do Vale,Rua Ilha Oregon,Apartamentos,42,2,1,1
60000,69059420,Manaus,Santa Etelvina,Rua Nossa Senhora de Fátima,Apartamentos,43,2,1,1
null,69040611,Manaus,Chapada,null,Casas,630,4,4,5
960000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,495,3,2,2
700000,69076570,Manaus,Japiim,Travessa Cruz e Souza,Casas,182,5,5,4
3000000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,500,4,5,4
160000,69088268,Manaus,Jorge Teixeira,Rua Ascânio Lopes,Casas,120,4,null,2
105000,69057021,Manaus,Adrianópolis,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,28,1,1,1
390000,69060170,Manaus,Aleixo,Rua Oiapoque,Casas,150,3,2,1
899900,69093319,Manaus,Colônia Santo Antônio,Beco Avaris,Casas,110,2,5,3
4000000,69037155,Manaus,Ponta Negra,Rua Mediterrâneo,Casas,1000,5,5,5
840000,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Casas,379,3,1,4
165000,69028360,Manaus,Flores,Rua São Judas Tadeu,Apartamentos,50,2,2,1
3500000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,600,4,5,5
null,69086768,Manaus,Gilberto Mestrinho,Rua Alenquer,Casas,null,3,0,1
480000,69054739,Manaus,Parque 10 de Novembro,Rua Michel Fokine,Casas,160,4,5,5
1650000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,134,3,2,4
410000,69023003,Manaus,Tarumã-Açu,Avenida Torquato Tapajós,Casas,70,3,2,2
379900,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,65,2,null,1
1610000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,294,4,4,5
840000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,140,3,4,3
600000,69096070,Manaus,Cidade Nova,Travessa Candiba,Casas,500,5,3,5
750000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,174,3,2,3
500000,69037063,Manaus,Ponta Negra,Alameda Albânia,Apartamentos,92,3,2,3
500000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,85,3,2,2
220000,69057060,Manaus,Adrianópolis,Rua Belo Horizonte,Apartamentos,90,2,1,2
70000,69099777,Manaus,Novo Aleixo,Rua Avelino Pereira,Casas,80,2,0,1
400000,69041010,Manaus,Tarumã,Avenida do Turismo,Casas,100,2,2,5
800000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,165,3,4,4
530000,69053100,Manaus,Nossa Senhora das Graças,Rua Rio Iça,Casas,116,3,2,3
34500,69054710,Manaus,Parque 10 de Novembro,null,Casas,null,4,2,2
270000,69058121,Manaus,Parque 10 de Novembro,Rua Visconde de Pedra Branca,Casas,58,2,2,2
4500000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,800,5,5,5
368000,69010170,Manaus,Centro,Avenida Leonardo Malcher - de 1/2 a 99997/99998,Apartamentos,153,4,3,5
2200000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,169,3,3,4
590000,69060000,Manaus,Aleixo,Avenida André Araújo,Apartamentos,125,3,2,3
343500,null,null,null,null,Casas,60,2,2,3
290000,69097770,Manaus,Cidade Nova,Rua Guaraçaí,Apartamentos,66,2,1,3
2300101,69037107,Manaus,Ponta Negra,Rua Thales Loureiro,Casas,400,4,5,5
170000,69099550,Manaus,Novo Aleixo,Rua 57,Casas,100,2,null,1
250000,69082230,Manaus,Coroado,Avenida Cosme Ferreira,Apartamentos,60,2,1,2
48000,69018692,Manaus,Lago Azul,Rua Grajaúna,Apartamentos,null,2,1,1
2800000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,350,4,4,4
410000,69067040,Manaus,Petrópolis,Rua Crisanto Jobim,Casas,170,3,3,3
530000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,85,3,2,1
800000,69053120,Manaus,Nossa Senhora das Graças,Avenida Rio Guamá,Apartamentos,135,3,2,4
220127,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,70,2,2,2
150000,69065016,Manaus,Cachoeirinha,Rua 1 (P Res Mestre Chico II) - até 99998,Casas,350,3,3,3
1250000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,264,4,4,3
300000,69037901,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,132,4,2,5
80000,69059501,Manaus,Santa Etelvina,Rua Jardim das Flores,Casas,140000,2,2,1
1639000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,340,3,4,3
350000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,58,2,1,1
630000,69060085,Manaus,Aleixo,Avenida Via Láctea,Apartamentos,92,3,2,3
260199,69054000,Manaus,Parque 10 de Novembro,Rua Dom João VI,Casas,70,2,2,2
350000,69044780,Manaus,Planalto,Rua Fernando Esquio,Casas,238,3,null,2
509900,69033000,Manaus,São Jorge,Avenida São Jorge - até 773/774,Apartamentos,71,2,1,1
3200000,69060020,Manaus,Aleixo,Avenida Ephigênio Salles,Casas,400,3,5,3
990000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,160,3,4,4
212001,69060100,Manaus,Aleixo,Avenida Abelardo Barbosa,Apartamentos,71,2,1,1
250000,69093042,Manaus,Colônia Santo Antônio,Rua Enéas Barreto Thomé,Casas,495,3,5,2
80000,69023003,Manaus,Tarumã-Açu,Avenida Torquato Tapajós,Apartamentos,42,2,1,1
249000,69040070,Manaus,Dom Pedro I,Rua Bartolomeu B da Silva,Casas,122,3,2,1
590000,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,142,3,2,1
240000,69093770,Manaus,Colônia Santo Antônio,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,70,3,null,2
1500000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,200,3,4,4
135001,69023003,Manaus,Tarumã-Açu,Avenida Torquato Tapajós,Apartamentos,999,2,1,1
1300001,69058800,Manaus,Flores,Rua Visconde de Suassuna,Casas,290,3,3,4
400000,69054691,Manaus,Parque 10 de Novembro,Rua Epaminondas Baraúna,Casas,120,4,2,3
0,69097400,Manaus,Cidade Nova,Rua Francisca Mendes - de 1/2 a 559/560,Casas,null,3,null,2
280000,69058690,Manaus,Flores,Rua Visconde de Caeté,Casas,80,2,3,1
4500000,69057084,Manaus,Adrianópolis,Rua José de Arimatéia,Casas,500,5,4,5
480000,69045570,Manaus,Planalto,Rua Viena,Casas,200,3,null,5
220000,69041010,Manaus,Tarumã,Avenida do Turismo,Casas,null,3,3,2
280000,69058690,Manaus,Flores,Rua Visconde de Caeté,Casas,88,2,4,1
215000,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,86,3,1,2
3200000,69050055,Manaus,Chapada,Avenida Doutor Theomário Pinto da Costa,Casas,370,1,4,5
500000,69022155,Manaus,Tarumã,Avenida do Cetur,Casas,120,3,2,3
150000,69028050,Manaus,Flores,Rua Noruega,Casas,null,4,1,2
120000,69041360,Manaus,Tarumã,Travessa Canoa Quebrada,Apartamentos,70,2,null,1
720000,69057615,Manaus,Adrianópolis,Rua Cine Odeon,Casas,185,3,2,2
700000,69055021,Manaus,Parque 10 de Novembro,Avenida Maneca Marques,Apartamentos,124,3,2,4
375000,69028250,Manaus,Flores,Rua Bélgica,Apartamentos,85,3,null,2
228000,69055000,Manaus,Parque 10 de Novembro,Rua do Comércio,Apartamentos,60,3,1,1
325000,69054672,Manaus,Parque 10 de Novembro,Rua Misushiro,Apartamentos,61,2,1,1
495000,69058411,Manaus,Flores,Rua Goiás,Apartamentos,74,3,2,2
200000,69067350,Manaus,Petrópolis,Rua Pontalina,Casas,350,3,3,3
630000,69058830,Manaus,Flores,Avenida Torquato Tapajós,Apartamentos,150,2,2,2
1200001,69040611,Manaus,Chapada,Rua Marechal Odílio Denis (Prq Aripuanã),Casas,280,4,4,5
270000,69041410,Manaus,Tarumã,Avenida Praia da Ponta Negra,Casas,null,3,null,2
750000,null,null,null,null,Casas,149,3,3,4
343266,69037255,Manaus,Ponta Negra,Avenida Thales Loureiro,Casas,59,2,1,3
635000,69090620,Manaus,Cidade Nova,Rua 3,Casas,650,5,null,5
250066,69028331,Manaus,Flores,Rua Franz Schubert,Casas,90,3,2,2
170000,69058833,Manaus,Flores,Rua Dom Jackson D. Rodrigues,Apartamentos,62,2,1,1
620132,69054000,Manaus,Parque 10 de Novembro,Rua Dom João VI,Casas,150,3,2,4
215000,69085288,Manaus,São José Operário,Rua José Romão,Apartamentos,60,2,1,2
240000,69039210,Manaus,Novo Israel,Rua Arthur de Souza,Apartamentos,300,5,null,5
900,69084597,Manaus,Zumbi dos Palmares,Rua Florestal,Casas,null,1,null,0
850000,69058580,Manaus,Flores,Rua Marquês de Tamandaré,Apartamentos,150,3,3,3
320000,69086404,Manaus,Gilberto Mestrinho,Travessa Maranguape,Casas,90,4,2,3
700000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Casas,171,3,4,4
1,69068080,Manaus,Raiz,Rua Ayres de Almeida,Casas,null,2,2,1
1300000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,275,5,5,5
1150000,69060020,Manaus,Aleixo,Avenida Ephigênio Salles,Apartamentos,155,3,3,5
347000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,60,2,2,2
380000,69040270,Manaus,Dom Pedro I,Avenida Jacira Reis - de 1/2 ao fim,Casas,100,3,3,2
350000,69054070,Manaus,Parque 10 de Novembro,null,Casas,84,3,2,2
null,69030540,Manaus,Vila da Prata,Rua Ary Brandão de Oliveira,Casas,225,3,5,3
380000,69075742,Manaus,Mauazinho,Rua Ibitinga,Casas,null,3,4,3
1500000,69040260,Manaus,Dom Pedro I,Rua Jacareúbas,Casas,300,5,3,5
1150000,69057021,Manaus,Adrianópolis,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,181,3,3,4
970000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,275,3,4,3
35000,null,null,null,null,Casas,500,2,null,1
1280000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,127,3,3,5
950007,69041010,Manaus,Tarumã,Avenida do Turismo,Casas,160,3,4,5
45,69059664,Manaus,Lago Azul,Rua Santa Tereza D'Ávila,Casas,null,2,null,1
455000,69055705,Manaus,Parque 10 de Novembro,Rua Professor Samuel Benchimol,Apartamentos,67,2,5,2
1500000,69057000,Manaus,Adrianópolis,Avenida Mário Ypiranga - até 436/437,Apartamentos,178,4,4,2
200000,69088245,Manaus,Jorge Teixeira,Avenida Autaz Mirim,Casas,100,3,2,4
160003,69059000,Manaus,Santa Etelvina,null,Apartamentos,42,2,1,1
170000,69098410,Manaus,Novo Aleixo,Rua Caramuru,Casas,45,2,2,1
65000,69041480,Manaus,Tarumã,Avenida Paraná Navilhana,Casas,200,2,4,2
800000,69067375,Manaus,Petrópolis,Avenida André Araújo,Casas,999,4,2,4
680000,69040340,Manaus,Dom Pedro I,Rua Rita G. Barros,Apartamentos,97,3,2,3
590000,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,92,3,2,3
30000,69058561,Manaus,Novo Aleixo,Rua Agildo Barata,Casas,null,2,2,null
200000,69090749,Manaus,Cidade Nova,Rua Domingos de Briegas,Casas,null,2,1,3
195086,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,90,3,2,2
160130,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70,2,2,2
350001,69098074,Manaus,Novo Aleixo,Rua Jacuma,Casas,89,3,2,3
599000,69057340,Manaus,Adrianópolis,Rua Sultão Saladino,Apartamentos,201,4,2,3
780000,69057050,Manaus,Adrianópolis,Avenida Ephigênio Salles,Apartamentos,193,3,3,3
110000,69028222,Manaus,Flores,Rua Portugal,Casas,150,2,2,1
1290000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,450,3,4,4
370000,69058030,Manaus,Flores,Avenida Professor Nilton Lins,Apartamentos,80,3,2,2
170000,69018150,Manaus,Lago Azul,null,Apartamentos,60,3,1,2
null,69042470,Manaus,Dom Pedro I,Avenida Domingos Jorge Velho,Casas,750,5,5,5
280000,69097252,Manaus,Nova Cidade,Rua Liverpool,Casas,56,2,3,2
170000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,80,2,3,2
165000,69038010,Manaus,Lírio do Vale,Avenida Laguna,Apartamentos,200,2,4,2
200000,69079060,Manaus,São Francisco,Rua Sátiro Dias,Apartamentos,50,2,1,1
1480000,69057002,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,140,4,2,5
350000,69058800,Manaus,Flores,Rua Visconde de Suassuna,Apartamentos,180,2,2,2
250000,null,null,null,null,Casas,90,3,2,1
1100000,69028075,Manaus,Flores,Rua Macuxi,Casas,268,3,4,4
225000,69086085,Manaus,São José Operário,Rua Miracema,Casas,200,3,2,4
2500000,69050055,Manaus,Chapada,Avenida Doutor Theomário Pinto da Costa,Casas,305,4,2,4
120000,69043080,Manaus,Alvorada,Rua Juruti,Casas,45,1,null,1
100000,69097250,Manaus,Cidade Nova,Rua P,Casas,350,3,3,3
null,69018150,Manaus,Lago Azul,Avenida Comendador José Cruz,Apartamentos,null,2,1,1
270000,69028360,Manaus,Flores,Rua São Judas Tadeu,Apartamentos,54,2,null,1
65000,69039340,Manaus,Novo Israel,Beco Dom Pedro Massa,Casas,8588,2,2,1
380000,69040050,Manaus,Dom Pedro I,Rua Hermes da Fonseca,Casas,300,3,null,2
320020,69093018,Manaus,Colônia Santo Antônio,Avenida Torquato Tapajós,Casas,88,3,2,2
1600000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,350,3,4,2
50000,69036760,Manaus,Santo Agostinho,Beco São Carlos,Casas,40,1,0,1
214490,69044235,Manaus,Planalto,Avenida José Moacir Teberga de Toledo,Apartamentos,43,2,1,1
380000,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,62,2,5,1
1290000,69053110,Manaus,Nossa Senhora das Graças,Rua Rio Javari,Apartamentos,180,3,3,5
240000,69035350,Manaus,Compensa,Avenida Coronel Cyrillo Neves,Apartamentos,58,2,1,2
90000,69046740,Manaus,Alvorada,Rua Sul,Casas,null,3,2,2
470000,69053040,Manaus,Nossa Senhora das Graças,Rua Rio Itannana,Apartamentos,80,3,2,3
85000,69018150,Manaus,Lago Azul,Avenida Comendador José Cruz,Apartamentos,52,2,1,1
2329000,69057002,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,215,4,3,5
8000,69050087,Manaus,Chapada,Rua José Belém,Casas,130,3,2,2
270129,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70,2,2,2
300000,69037042,Manaus,Ponta Negra,Rua Raimundo Nonato de Castro,Apartamentos,58,2,1,1
380000,69023001,Manaus,Tarumã-Açu,Avenida do Turismo,Casas,69,3,2,2
1500368,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,150,3,2,4
1600000,69037057,Manaus,Ponta Negra,Alameda Alaska,Apartamentos,178,4,3,5
95000,69090633,Manaus,Nova Cidade,Rua Rio Arnon,Casas,160,2,1,2
1500000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,223,4,2,5
879999,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Casas,220,3,4,5
450000,69058833,Manaus,Flores,Rua Dom Jackson D. Rodrigues,Apartamentos,69,3,2,2
90000,69086772,Manaus,Gilberto Mestrinho,Rua da Ressurreição,Casas,null,3,null,0
630000,69097000,Manaus,Cidade Nova,Rua Padre João Ribeiro,Casas,140,3,2,1
180000,69038291,Manaus,Lírio do Vale,Rua Souto Soares,Casas,320,3,2,2
800000,69058448,Manaus,Flores,Rua Barão de Indaiá,Apartamentos,90,3,2,4
300000,69050100,Manaus,Chapada,Travessa Pensador,Apartamentos,85,2,1,2
1600000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,255,4,null,4
265000,69028214,Manaus,Flores,Rua Acajá,Casas,85,3,2,2
770000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,90,3,2,3
750000,69098454,Manaus,Novo Aleixo,Rua Cachoeira da Onça,Casas,220,5,4,3
963000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Casas,305,4,3,5
968000,69055752,Manaus,Parque 10 de Novembro,Rua José Mariano,Apartamentos,444,5,4,4
1600000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,134,3,2,4
740000,69050030,Manaus,Parque 10 de Novembro,Avenida Mário Ypiranga - de 2386/2387 ao fim,Apartamentos,160,3,2,5
1800000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,404,5,4,5
320000,69023001,Manaus,Tarumã-Açu,Avenida do Turismo,Casas,71,3,2,2
390000,69049490,Manaus,Redenção,Rua Gaivota de Ross,Casas,300,3,5,2
280000,69097438,Manaus,Nova Cidade,Avenida Creta,Casas,280,5,2,5
270430,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70,2,2,2
null,69040040,Manaus,Dom Pedro I,Avenida Dom Pedro I,Apartamentos,102,3,2,3
250000,69055021,Manaus,Parque 10 de Novembro,Avenida Maneca Marques,Apartamentos,55,1,1,1
530000,69040270,Manaus,Dom Pedro I,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,81,2,1,2
180000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,130,2,3,2
60000,69099134,Manaus,Cidade de Deus,Rua Plínio Salgado (V Nova),Casas,9,2,1,1
430000,69037900,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,65,2,1,2
150000,69041025,Manaus,Tarumã,Avenida Torquato Tapajós,Apartamentos,45,2,1,1
160358,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,80,2,2,2
169900,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,42,2,1,1
4500000,69057000,Manaus,Adrianópolis,Avenida Mário Ypiranga - até 436/437,Casas,750,5,5,5
900000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,180,3,4,5
231100,69098445,Manaus,Novo Aleixo,Rua Cachoeira do Niágara,Apartamentos,49,2,1,1
175000,69096148,Manaus,Cidade Nova,Rua Catete,Casas,200,3,2,2
300000,69029120,Manaus,Santo Antônio,Avenida Padre Agostinho Caballero Martin,Apartamentos,80,2,1,2
1450000,69060094,Manaus,Aleixo,Rua Estrela Sírius,Apartamentos,230,5,4,5
650000,69037155,Manaus,Ponta Negra,Rua Mediterrâneo,Casas,145,3,null,3
620000,69060085,Manaus,Aleixo,Avenida Via Láctea,Apartamentos,92,3,2,3
1400000,69037061,Manaus,Ponta Negra,Alameda Zaire,Apartamentos,null,3,null,3
7000000,69057001,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 438/439 a 1085/1086,Casas,2000,5,5,5
475800,69033000,Manaus,São Jorge,Avenida São Jorge - até 773/774,Apartamentos,71,2,1,2
800000,69040082,Manaus,Dom Pedro I,Rua Parque dos Franceses,Casas,157,3,2,2
399500,69058305,Manaus,Flores,Rua Santa Cruz,Casas,72,2,2,2
265128,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,90,3,2,2
720000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,150,3,null,3
350000,69050440,Manaus,Parque 10 de Novembro,Rua Wladimir Herzog,Apartamentos,73,3,1,2
244050,69038250,Manaus,Lírio do Vale,Rua Pindaí,Casas,81,3,2,1
130000,69059420,Manaus,Santa Etelvina,Rua Nossa Senhora de Fátima,Apartamentos,52,2,1,1
175000,69099308,Manaus,Cidade de Deus,Rua Condor,Casas,100,4,4,3
220000,69058210,Manaus,Flores,Rua Barão de Paranapiacaba,Casas,63,2,2,1
47000000,69000000,Manaus,Centro,null,Casas,null,2,1,1
100000,69090872,Manaus,Cidade Nova,Rua Abiu Açú,Apartamentos,57,2,1,1
350000,69055747,Manaus,Parque 10 de Novembro,Rua Marechal Junot,Apartamentos,73,3,2,2
280000,69042827,Manaus,Alvorada,Rua Glorios,Casas,160,5,1,5
125000,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,300,3,3,2
1000000,69053120,Manaus,Nossa Senhora das Graças,Avenida Rio Guamá,Apartamentos,192,4,3,1
370000,69058030,Manaus,Flores,Avenida Professor Nilton Lins,Apartamentos,83,3,1,2
200131,69021005,Manaus,Tarumã,Avenida Dona Otília,Apartamentos,70,2,1,1
590000,69040040,Manaus,Dom Pedro I,Avenida Dom Pedro I,Apartamentos,92,3,2,1
243000,69038300,Manaus,Lírio do Vale,null,Casas,81,3,2,1
269005,69090000,Manaus,Cidade Nova,Avenida Noel Nutels - até 849/850,Casas,89,3,3,2
493200,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,183000,3,4,2
400000,69010425,Manaus,Nossa Senhora Aparecida,Avenida Ramos Ferreira,Apartamentos,120,3,1,3
100000,69020190,Manaus,Praça 14 de Janeiro,Avenida Nhamundá,Casas,350,3,3,3
125000,69083230,Manaus,Aleixo,Rua dos Crisântemos,Apartamentos,42,2,1,1
195000,69077767,Manaus,Japiim,Rua Professor Andrade Bezerra,Apartamentos,50,2,1,1
810000,69041460,Manaus,Tarumã,Rua Sino Azul,Casas,233,4,4,5
220000,69021005,Manaus,Tarumã,Avenida Dona Otília,Apartamentos,56,3,1,1
2000000,69060020,Manaus,Aleixo,Avenida Ephigênio Salles,Casas,690,5,3,4
174000,69055682,Manaus,Parque 10 de Novembro,Travessa Carlos IV,Apartamentos,65,2,2,1
125000,69018150,Manaus,Lago Azul,Avenida Comendador José Cruz,Apartamentos,43,2,1,1
190001,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,50,2,1,1
60000,69021005,Manaus,Tarumã,Avenida Dona Otília,Casas,180,3,2,1
2500000,69037071,Manaus,Ponta Negra,Avenida Cecília Meireles,Casas,469,5,5,5
1850000,69057002,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,301,4,4,5
299000,69028000,Manaus,Flores,Rua Espanha,Casas,300,2,3,1
830000,69037015,Manaus,Ponta Negra,Alameda França,Casas,250,3,4,3
420000,69028327,Manaus,Flores,Rua Cristiano Machado,Apartamentos,79,3,2,2
2600000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,335,4,null,4
220000,69060260,Manaus,Aleixo,Rua Oscarito,Apartamentos,71,2,1,1
305000,69049270,Manaus,Redenção,Rua Charles Goodyear,Casas,300,2,4,2
1000000,69057015,Manaus,Adrianópolis,Avenida Jornalista Umberto Calderaro Filho - até 99997/99998,Apartamentos,224,4,2,3
2200000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Apartamentos,220,5,4,5
35000,69053100,Manaus,Nossa Senhora das Graças,Rua Rio Iça,Casas,200,2,1,1
244003,69038490,Manaus,Lírio do Vale,Rua Jequié,Apartamentos,88,3,2,2
95000,69093645,Manaus,Colônia Terra Nova,Rua Sinagoga,Casas,825,4,null,null
80000,69095625,Manaus,Cidade Nova,Rua Campo Dourado,Casas,null,3,1,2
230000,69099762,Manaus,Novo Aleixo,Rua José Romão,Apartamentos,45,2,null,1
750000,69037042,Manaus,Ponta Negra,Rua Raimundo Nonato de Castro,Apartamentos,150,4,null,4
