valor,cep,cidade,bairro,zona,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
80000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,58,2,1,1
2200000,69054238,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Heisei,Casas,365,5,5,5
153000,69077745,Manaus,Japiim,Sul,Rua Professor Caldas Lins,Apartamentos,null,3,2,2
450000,69083310,Manaus,Aleixo,Centro-Sul,Rua das Rosas,Apartamentos,158,3,1,3
4500020,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Casas,500,5,4,5
750000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Apartamentos,118,2,2,4
1100000,69058411,Manaus,Flores,Centro-Sul,Rua Goiás,Apartamentos,157,3,3,4
265129,null,null,null,null,null,Casas,90,3,2,2
200000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,54,1,1,1
75000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,90,3,2,2
750000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,90,3,2,3
70000,69018668,Manaus,Lago Azul,Norte,Rua Marubo (Res V Melhor - 2ª Etapa),Apartamentos,null,5,1,1
85000,69020130,Manaus,Praça 14 de Janeiro,Sul,Avenida Visconde de Porto Alegre,Casas,null,2,2,1
180000,69097522,Manaus,Nova Cidade,Norte,Rua Palma de Maiorca,Casas,816,2,1,3
739900,69033000,Manaus,São Jorge,Oeste,Avenida São Jorge - até 773/774,Apartamentos,113,3,2,2
1300000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,132,3,2,4
180268,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,80,2,2,2
360001,69058575,Manaus,Novo Aleixo,Norte,Rua Antunes Maciel,Casas,104,3,2,1
620099,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
360000,69058575,Manaus,Novo Aleixo,Norte,Rua Antunes Maciel,Casas,104,3,2,1
350000,69063200,Manaus,São Francisco,Sul,Rua Galdêncio Ramos,Casas,400,5,5,5
600000,69054050,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Márcio Figueiredo,Casas,424,3,3,5
230000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,10,1,null,1
343266,69037255,Manaus,Ponta Negra,Oeste,Avenida Thales Loureiro,Casas,59,2,1,2
157830,69010010,Manaus,Centro,Sul,Rua Henrique Martins,Apartamentos,41,2,1,1
380000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,204,3,3,4
255320,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,54,3,null,2
140000,69041310,Manaus,Tarumã,Oeste,Rua Praia do Areal,Casas,172,3,1,1
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,265,4,4,5
168000,69096000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 2401/2402 a 3215/3216,Apartamentos,58,3,1,1
70000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,90,2,2,1
300000,69021390,Manaus,Tarumã,Oeste,Rua Bergamoteira,Casas,0,3,0,0
435000,69040360,Manaus,Dom Pedro I,Centro-Oeste,Rua Virolas,Casas,200,3,3,2
780000,69037900,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,85,3,2,3
45000,69000000,Manaus,Centro,Sul,null,Casas,0,3,0,3
null,69035510,Manaus,Compensa,Oeste,Parque Ayapuá,Apartamentos,70,2,2,2
190000,69098164,Manaus,Novo Aleixo,Norte,Rua Itaguacetuba,Casas,90,2,2,1
1100000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,150,3,4,3
320000,69058813,Manaus,Flores,Centro-Sul,Rua 2 de Agosto,Casas,350,4,4,4
450000,69044430,Manaus,Planalto,Centro-Oeste,Rua Felismino C. Vasconcelos,Casas,366,4,4,5
1700000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,200,4,3,5
255000,69037043,Manaus,Ponta Negra,Oeste,Rua Francisco Loureiro,Apartamentos,55,2,1,2
180133,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,70,2,2,2
1100000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,360,3,4,4
260000,69048000,Manaus,Da Paz,Centro-Oeste,Rua Wagner,Apartamentos,46,2,1,1
249800,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,48,2,null,2
240000,69098298,Manaus,Novo Aleixo,Norte,Rua Caiapó,Casas,null,3,4,2
160000,69037900,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,50,2,1,2
1450000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,210,4,3,5
1300000,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,150,3,2,5
180358,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,80,2,2,2
750000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,966,4,5,4
425000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,95,3,2,2
2200000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,169,4,null,5
160000,69035510,Manaus,Compensa,Oeste,Parque Ayapuá,Apartamentos,66,2,2,1
1500000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,300,4,2,5
350000,69058278,Manaus,Novo Aleixo,Norte,Rua Raimunda Marinho,Casas,90,3,3,1
null,69095000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 851/852 a 2399/2400,Apartamentos,null,2,1,1
365000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,69,2,1,1
350000,69076340,Manaus,Japiim,Sul,Rua Cônego Walter Nogueira,Casas,223,4,4,5
1400000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,180,3,5,1
320000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,68,2,1,2
230000,69050630,Manaus,Chapada,Centro-Sul,Conjunto dos Jornalistas,Apartamentos,65,2,1,1
345000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,65,2,1,1
380000,69038050,Manaus,Lírio do Vale,Oeste,Rua Cloritta,Apartamentos,117,3,2,4
360000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,96,3,1,2
2300000,null,null,null,null,null,Casas,325,4,3,5
310000,69093332,Manaus,Colônia Santo Antônio,Norte,Rua Igarapé Samauma,Casas,200,3,2,2
1200000,69055742,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Luis de Castro,Apartamentos,140,3,2,2
540000,69058282,Manaus,Flores,Centro-Sul,Rua Barão dos Cocais,Apartamentos,90,3,2,2
220000,69058278,Manaus,Novo Aleixo,Norte,Rua Raimunda Marinho,Casas,128,2,2,2
290010,69060100,Manaus,Aleixo,Centro-Sul,Avenida Abelardo Barbosa,Apartamentos,94,3,2,2
200000,69097438,Manaus,Nova Cidade,Norte,Avenida Creta,Casas,85,3,1,1
730000,69053560,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Jamari,Apartamentos,145,4,null,4
580010,69077350,Manaus,Japiim,Sul,Rua Afrânio de Castro,Casas,300,3,4,3
251002,69045000,Manaus,Planalto,Centro-Oeste,Avenida Constantinopla,Apartamentos,51,2,1,2
750004,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,109,3,2,2
460000,69053035,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Doutor Thomas,Apartamentos,80,3,2,3
530000,69058790,Manaus,Flores,Centro-Sul,Rua Visconde de Sinimbu,Casas,170,3,null,4
1200000,69058285,Manaus,Novo Aleixo,Norte,Avenida Antônio Teles,Casas,280,5,5,2
120000,69041360,Manaus,Tarumã,Oeste,Travessa Canoa Quebrada,Apartamentos,47,2,1,1
180000,69058090,Manaus,Flores,Centro-Sul,Rua Visconde de Porto Seguro - até 99999 - lado ímpar,Apartamentos,45,1,1,1
690000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,131,3,2,5
75000,69053260,Manaus,São Geraldo,Centro-Sul,Rua São Lázaro,Casas,33,1,null,1
480000,69054227,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Toyhashi,Casas,140,3,2,3
2500000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,270,4,4,5
2500000,69022356,Manaus,Tarumã-Açu,Oeste,Rua Rio Doce,Casas,400,4,5,5
180258,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,80,2,2,2
244000,null,null,null,null,null,Apartamentos,48,2,null,1
430000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,88,3,2,3
650000,69037063,Manaus,Ponta Negra,Oeste,Alameda Albânia,Apartamentos,94,3,2,2
1500000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,210,4,2,5
900000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,210,3,3,4
900000,69041460,Manaus,Tarumã,Oeste,Rua Sino Azul,Casas,170,3,4,4
2200000,69037071,Manaus,Ponta Negra,Oeste,Avenida Cecília Meireles,Casas,600,4,5,5
950000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,132,3,2,4
590000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,82,2,1,1
3500000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,450,5,5,5
850000,69041025,Manaus,Tarumã,Oeste,Avenida Torquato Tapajós,Casas,202,3,3,4
205000,69028414,Manaus,Flores,Centro-Sul,Rua Sargento Cicero,Casas,80,2,3,2
900000,69090570,Manaus,Cidade Nova,Norte,null,Casas,null,5,3,5
2700,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,81,3,1,2
600000,69082453,Manaus,Coroado,Leste,Rua Cedro,Casas,320,3,2,4
null,69078000,Manaus,Japiim,Sul,Avenida Tefé,Casas,90,2,2,2
1062000,69053100,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Iça,Apartamentos,147,3,2,4
244001,69038250,Manaus,Lírio do Vale,Oeste,Rua Pindaí,Casas,81,3,2,1
165000,69038561,Manaus,Lírio do Vale,Oeste,Rua Ilha Oregon,Apartamentos,42,2,1,1
60000,69059420,Manaus,Santa Etelvina,Norte,Rua Nossa Senhora de Fátima,Apartamentos,43,2,1,1
null,69040611,Manaus,Chapada,Centro-Sul,null,Casas,630,4,4,5
960000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,495,3,2,2
700000,69076570,Manaus,Japiim,Sul,Travessa Cruz e Souza,Casas,182,5,5,4
3000000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,500,4,5,4
160000,69088268,Manaus,Jorge Teixeira,Leste,Rua Ascânio Lopes,Casas,120,4,null,2
105000,69057021,Manaus,Adrianópolis,Centro-Sul,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,28,1,1,1
390000,69060170,Manaus,Aleixo,Centro-Sul,Rua Oiapoque,Casas,150,3,2,1
899900,69093319,Manaus,Colônia Santo Antônio,Norte,Beco Avaris,Casas,110,2,5,3
4000000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,1000,5,5,5
840000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Casas,379,3,1,4
165000,69028360,Manaus,Flores,Centro-Sul,Rua São Judas Tadeu,Apartamentos,50,2,2,1
3500000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,600,4,5,5
null,69086768,Manaus,Gilberto Mestrinho,Leste,Rua Alenquer,Casas,null,3,0,1
480000,69054739,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Michel Fokine,Casas,160,4,5,5
1650000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,134,3,2,4
410000,69023003,Manaus,Tarumã-Açu,Oeste,Avenida Torquato Tapajós,Casas,70,3,2,2
379900,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,65,2,null,1
1610000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,294,4,4,5
840000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,140,3,4,3
600000,69096070,Manaus,Cidade Nova,Norte,Travessa Candiba,Casas,500,5,3,5
750000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,174,3,2,3
500000,69037063,Manaus,Ponta Negra,Oeste,Alameda Albânia,Apartamentos,92,3,2,3
500000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,85,3,2,2
220000,69057060,Manaus,Adrianópolis,Centro-Sul,Rua Belo Horizonte,Apartamentos,90,2,1,2
70000,69099777,Manaus,Novo Aleixo,Norte,Rua Avelino Pereira,Casas,80,2,0,1
400000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,100,2,2,5
800000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,165,3,4,4
530000,69053100,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Iça,Casas,116,3,2,3
34500,69054710,Manaus,Parque 10 de Novembro,Centro-Sul,null,Casas,null,4,2,2
270000,69058121,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Visconde de Pedra Branca,Casas,58,2,2,2
4500000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,800,5,5,5
368000,69010170,Manaus,Centro,Sul,Avenida Leonardo Malcher - de 1/2 a 99997/99998,Apartamentos,153,4,3,5
2200000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,169,3,3,4
590000,69060000,Manaus,Aleixo,Centro-Sul,Avenida André Araújo,Apartamentos,125,3,2,3
343500,null,null,null,null,null,Casas,60,2,2,3
290000,69097770,Manaus,Cidade Nova,Norte,Rua Guaraçaí,Apartamentos,66,2,1,3
2300101,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,400,4,5,5
170000,69099550,Manaus,Novo Aleixo,Norte,Rua 57,Casas,100,2,null,1
250000,69082230,Manaus,Coroado,Leste,Avenida Cosme Ferreira,Apartamentos,60,2,1,2
48000,69018692,Manaus,Lago Azul,Norte,Rua Grajaúna,Apartamentos,null,2,1,1
2800000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,350,4,4,4
410000,69067040,Manaus,Petrópolis,Sul,Rua Crisanto Jobim,Casas,170,3,3,3
530000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,85,3,2,1
800000,69053120,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Rio Guamá,Apartamentos,135,3,2,4
220127,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,70,2,2,2
150000,69065016,Manaus,Cachoeirinha,Sul,Rua 1 (P Res Mestre Chico II) - até 99998,Casas,350,3,3,3
1250000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,264,4,4,3
300000,69037901,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,132,4,2,5
80000,69059501,Manaus,Santa Etelvina,Norte,Rua Jardim das Flores,Casas,140000,2,2,1
1639000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,340,3,4,3
350000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,58,2,1,1
630000,69060085,Manaus,Aleixo,Centro-Sul,Avenida Via Láctea,Apartamentos,92,3,2,3
260199,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,70,2,2,2
350000,69044780,Manaus,Planalto,Centro-Oeste,Rua Fernando Esquio,Casas,238,3,null,2
509900,69033000,Manaus,São Jorge,Oeste,Avenida São Jorge - até 773/774,Apartamentos,71,2,1,1
3200000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,400,3,5,3
990000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,160,3,4,4
212001,69060100,Manaus,Aleixo,Centro-Sul,Avenida Abelardo Barbosa,Apartamentos,71,2,1,1
250000,69093042,Manaus,Colônia Santo Antônio,Norte,Rua Enéas Barreto Thomé,Casas,495,3,5,2
80000,69023003,Manaus,Tarumã-Açu,Oeste,Avenida Torquato Tapajós,Apartamentos,42,2,1,1
249000,69040070,Manaus,Dom Pedro I,Centro-Oeste,Rua Bartolomeu B da Silva,Casas,122,3,2,1
590000,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,142,3,2,1
240000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,70,3,null,2
1500000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,200,3,4,4
135001,69023003,Manaus,Tarumã-Açu,Oeste,Avenida Torquato Tapajós,Apartamentos,999,2,1,1
1300001,69058800,Manaus,Flores,Centro-Sul,Rua Visconde de Suassuna,Casas,290,3,3,4
400000,69054691,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Epaminondas Baraúna,Casas,120,4,2,3
0,69097400,Manaus,Cidade Nova,Norte,Rua Francisca Mendes - de 1/2 a 559/560,Casas,null,3,null,2
280000,69058690,Manaus,Flores,Centro-Sul,Rua Visconde de Caeté,Casas,80,2,3,1
4500000,69057084,Manaus,Adrianópolis,Centro-Sul,Rua José de Arimatéia,Casas,500,5,4,5
480000,69045570,Manaus,Planalto,Centro-Oeste,Rua Viena,Casas,200,3,null,5
220000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,null,3,3,2
280000,69058690,Manaus,Flores,Centro-Sul,Rua Visconde de Caeté,Casas,88,2,4,1
215000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,86,3,1,2
3200000,69050055,Manaus,Chapada,Centro-Sul,Avenida Doutor Theomário Pinto da Costa,Casas,370,1,4,5
500000,69022155,Manaus,Tarumã,Oeste,Avenida do Cetur,Casas,120,3,2,3
150000,69028050,Manaus,Flores,Centro-Sul,Rua Noruega,Casas,null,4,1,2
120000,69041360,Manaus,Tarumã,Oeste,Travessa Canoa Quebrada,Apartamentos,70,2,null,1
720000,69057615,Manaus,Adrianópolis,Centro-Sul,Rua Cine Odeon,Casas,185,3,2,2
700000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,124,3,2,4
375000,69028250,Manaus,Flores,Centro-Sul,Rua Bélgica,Apartamentos,85,3,null,2
228000,69055000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua do Comércio,Apartamentos,60,3,1,1
325000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,61,2,1,1
495000,69058411,Manaus,Flores,Centro-Sul,Rua Goiás,Apartamentos,74,3,2,2
200000,69067350,Manaus,Petrópolis,Sul,Rua Pontalina,Casas,350,3,3,3
630000,69058830,Manaus,Flores,Centro-Sul,Avenida Torquato Tapajós,Apartamentos,150,2,2,2
1200001,69040611,Manaus,Chapada,Centro-Sul,Rua Marechal Odílio Denis (Prq Aripuanã),Casas,280,4,4,5
270000,69041410,Manaus,Tarumã,Oeste,Avenida Praia da Ponta Negra,Casas,null,3,null,2
750000,null,null,null,null,null,Casas,149,3,3,4
343266,69037255,Manaus,Ponta Negra,Oeste,Avenida Thales Loureiro,Casas,59,2,1,3
635000,69090620,Manaus,Cidade Nova,Norte,Rua 3,Casas,650,5,null,5
250066,69028331,Manaus,Flores,Centro-Sul,Rua Franz Schubert,Casas,90,3,2,2
170000,69058833,Manaus,Flores,Centro-Sul,Rua Dom Jackson D. Rodrigues,Apartamentos,62,2,1,1
620132,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
215000,69085288,Manaus,São José Operário,Leste,Rua José Romão,Apartamentos,60,2,1,2
240000,69039210,Manaus,Novo Israel,Norte,Rua Arthur de Souza,Apartamentos,300,5,null,5
900,69084597,Manaus,Zumbi dos Palmares,Leste,Rua Florestal,Casas,null,1,null,0
850000,69058580,Manaus,Flores,Centro-Sul,Rua Marquês de Tamandaré,Apartamentos,150,3,3,3
320000,69086404,Manaus,Gilberto Mestrinho,Leste,Travessa Maranguape,Casas,90,4,2,3
700000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,171,3,4,4
1,69068080,Manaus,Raiz,Sul,Rua Ayres de Almeida,Casas,null,2,2,1
1300000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,275,5,5,5
1150000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,155,3,3,5
347000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,60,2,2,2
380000,69040270,Manaus,Dom Pedro I,Centro-Oeste,Avenida Jacira Reis - de 1/2 ao fim,Casas,100,3,3,2
350000,69054070,Manaus,Parque 10 de Novembro,Centro-Sul,null,Casas,84,3,2,2
null,69030540,Manaus,Vila da Prata,Oeste,Rua Ary Brandão de Oliveira,Casas,225,3,5,3
380000,69075742,Manaus,Mauazinho,Leste,Rua Ibitinga,Casas,null,3,4,3
1500000,69040260,Manaus,Dom Pedro I,Centro-Oeste,Rua Jacareúbas,Casas,300,5,3,5
1150000,69057021,Manaus,Adrianópolis,Centro-Sul,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,181,3,3,4
970000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,275,3,4,3
35000,null,null,null,null,null,Casas,500,2,null,1
1280000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,127,3,3,5
950007,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,160,3,4,5
45,69059664,Manaus,Lago Azul,Norte,Rua Santa Tereza D'Ávila,Casas,null,2,null,1
455000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,67,2,5,2
1500000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Apartamentos,178,4,4,2
200000,69088245,Manaus,Jorge Teixeira,Leste,Avenida Autaz Mirim,Casas,100,3,2,4
160003,69059000,Manaus,Santa Etelvina,Norte,null,Apartamentos,42,2,1,1
170000,69098410,Manaus,Novo Aleixo,Norte,Rua Caramuru,Casas,45,2,2,1
65000,69041480,Manaus,Tarumã,Oeste,Avenida Paraná Navilhana,Casas,200,2,4,2
800000,69067375,Manaus,Petrópolis,Sul,Avenida André Araújo,Casas,999,4,2,4
680000,69040340,Manaus,Dom Pedro I,Centro-Oeste,Rua Rita G. Barros,Apartamentos,97,3,2,3
590000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,92,3,2,3
30000,69058561,Manaus,Novo Aleixo,Norte,Rua Agildo Barata,Casas,null,2,2,null
200000,69090749,Manaus,Cidade Nova,Norte,Rua Domingos de Briegas,Casas,null,2,1,3
195086,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,90,3,2,2
160130,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
350001,69098074,Manaus,Novo Aleixo,Norte,Rua Jacuma,Casas,89,3,2,3
599000,69057340,Manaus,Adrianópolis,Centro-Sul,Rua Sultão Saladino,Apartamentos,201,4,2,3
780000,69057050,Manaus,Adrianópolis,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,193,3,3,3
110000,69028222,Manaus,Flores,Centro-Sul,Rua Portugal,Casas,150,2,2,1
1290000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,450,3,4,4
370000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,80,3,2,2
170000,69018150,Manaus,Lago Azul,Norte,null,Apartamentos,60,3,1,2
null,69042470,Manaus,Dom Pedro I,Centro-Oeste,Avenida Domingos Jorge Velho,Casas,750,5,5,5
280000,69097252,Manaus,Nova Cidade,Norte,Rua Liverpool,Casas,56,2,3,2
170000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,80,2,3,2
165000,69038010,Manaus,Lírio do Vale,Oeste,Avenida Laguna,Apartamentos,200,2,4,2
200000,69079060,Manaus,São Francisco,Sul,Rua Sátiro Dias,Apartamentos,50,2,1,1
1480000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,140,4,2,5
350000,69058800,Manaus,Flores,Centro-Sul,Rua Visconde de Suassuna,Apartamentos,180,2,2,2
250000,null,null,null,null,null,Casas,90,3,2,1
1100000,69028075,Manaus,Flores,Centro-Sul,Rua Macuxi,Casas,268,3,4,4
225000,69086085,Manaus,São José Operário,Leste,Rua Miracema,Casas,200,3,2,4
2500000,69050055,Manaus,Chapada,Centro-Sul,Avenida Doutor Theomário Pinto da Costa,Casas,305,4,2,4
120000,69043080,Manaus,Alvorada,Centro-Oeste,Rua Juruti,Casas,45,1,null,1
100000,69097250,Manaus,Cidade Nova,Norte,Rua P,Casas,350,3,3,3
null,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,null,2,1,1
270000,69028360,Manaus,Flores,Centro-Sul,Rua São Judas Tadeu,Apartamentos,54,2,null,1
65000,69039340,Manaus,Novo Israel,Norte,Beco Dom Pedro Massa,Casas,8588,2,2,1
380000,69040050,Manaus,Dom Pedro I,Centro-Oeste,Rua Hermes da Fonseca,Casas,300,3,null,2
320020,69093018,Manaus,Colônia Santo Antônio,Norte,Avenida Torquato Tapajós,Casas,88,3,2,2
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,350,3,4,2
50000,69036760,Manaus,Santo Agostinho,Oeste,Beco São Carlos,Casas,40,1,0,1
214490,69044235,Manaus,Planalto,Centro-Oeste,Avenida José Moacir Teberga de Toledo,Apartamentos,43,2,1,1
380000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,62,2,5,1
1290000,69053110,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Javari,Apartamentos,180,3,3,5
240000,69035350,Manaus,Compensa,Oeste,Avenida Coronel Cyrillo Neves,Apartamentos,58,2,1,2
90000,69046740,Manaus,Alvorada,Centro-Oeste,Rua Sul,Casas,null,3,2,2
470000,69053040,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Itannana,Apartamentos,80,3,2,3
85000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,52,2,1,1
